Date,Open,High,Low,Close,Volume
23-May-16,54.62,54.82,54.29,54.60,7322234
20-May-16,54.88,55.37,54.58,54.62,8148649
19-May-16,54.43,54.62,54.19,54.55,7560321
18-May-16,54.76,55.17,54.38,54.80,7455227
17-May-16,55.38,55.64,54.51,54.88,10514938
16-May-16,55.70,55.77,55.20,55.53,9521820
13-May-16,56.43,56.60,55.73,55.82,5426316
12-May-16,56.57,56.79,55.82,56.30,6778730
11-May-16,57.13,57.39,56.09,56.23,8087086
10-May-16,56.85,57.60,56.71,57.49,7918510
9-May-16,56.32,56.93,56.23,56.64,5975256
6-May-16,55.96,56.32,55.38,56.31,6375928
5-May-16,56.37,56.77,56.01,56.25,6188141
4-May-16,55.98,56.65,55.80,56.39,6502013
3-May-16,56.70,57.06,56.14,56.25,7803228
2-May-16,56.29,57.37,56.11,57.36,8582328
29-Apr-16,56.02,56.43,55.29,56.23,12129331
28-Apr-16,56.59,57.36,56.32,56.42,9174505
27-Apr-16,57.51,57.65,56.62,56.90,12354858
26-Apr-16,58.05,58.67,57.56,57.72,8822457
25-Apr-16,57.62,57.96,57.58,57.77,8425850
22-Apr-16,59.01,59.10,57.03,57.68,29774954
21-Apr-16,60.90,61.10,60.48,60.64,11441322
20-Apr-16,61.04,61.43,60.85,60.90,5541752
19-Apr-16,61.16,61.25,60.48,60.90,7279852
18-Apr-16,60.69,61.07,60.36,60.89,7222958
15-Apr-16,60.24,60.62,60.01,60.51,5955580
14-Apr-16,60.26,60.40,59.91,60.13,5149970
13-Apr-16,60.32,61.08,59.75,60.21,9893550
12-Apr-16,58.95,59.68,58.37,59.50,17545496
11-Apr-16,61.22,61.50,60.78,60.90,6078254
8-Apr-16,61.50,61.64,60.70,61.04,5053513
7-Apr-16,60.59,61.54,60.54,61.17,8139195
6-Apr-16,60.02,60.91,59.91,60.83,5653961
5-Apr-16,59.88,60.23,59.44,60.04,4993043
4-Apr-16,61.10,61.18,60.08,60.25,5788982
1-Apr-16,59.61,61.17,59.41,61.02,9393187
31-Mar-16,59.77,60.21,59.68,59.70,5606633
30-Mar-16,60.00,60.26,59.51,60.01,5711971
29-Mar-16,58.82,59.74,58.82,59.55,6031391
28-Mar-16,58.56,59.47,58.40,58.96,5786081
24-Mar-16,58.70,58.79,58.28,58.36,5930071
23-Mar-16,59.14,59.40,58.69,58.83,5753558
22-Mar-16,59.00,59.55,58.57,59.38,8230378
21-Mar-16,59.56,59.86,59.02,59.10,6480101
18-Mar-16,59.91,60.45,59.43,59.70,14309458
17-Mar-16,59.47,59.98,59.37,59.55,7732818
16-Mar-16,58.65,59.82,58.65,59.67,8032549
15-Mar-16,58.32,59.16,58.17,59.08,7428469
14-Mar-16,57.58,58.78,57.50,58.65,9043065
11-Mar-16,58.10,58.10,56.57,57.59,15494176
10-Mar-16,57.51,57.86,56.92,57.52,7014488
9-Mar-16,57.78,57.97,56.79,57.07,9732307
8-Mar-16,57.58,58.23,57.26,57.60,8063594
7-Mar-16,58.44,58.67,57.31,58.00,9199097
4-Mar-16,59.14,59.19,58.23,58.70,8328506
3-Mar-16,59.12,59.20,58.20,59.04,8261870
2-Mar-16,59.83,60.00,58.83,59.56,8852180
1-Mar-16,58.77,60.20,58.50,60.04,9180214
29-Feb-16,58.25,59.15,58.10,58.21,7613151
26-Feb-16,59.00,59.21,57.92,58.34,7468190
25-Feb-16,58.46,58.75,58.00,58.75,6230343
24-Feb-16,57.21,58.35,56.28,58.11,10776442
23-Feb-16,58.45,58.90,58.00,58.46,7031874
22-Feb-16,58.63,58.95,58.17,58.87,8378212
19-Feb-16,56.92,57.86,56.52,57.67,9018495
18-Feb-16,57.57,57.57,56.67,56.96,8409770
17-Feb-16,56.70,57.66,56.16,57.63,11870505
16-Feb-16,56.79,56.85,55.98,56.41,11495845
12-Feb-16,55.56,56.04,55.04,55.86,8628321
11-Feb-16,53.89,55.39,53.55,54.92,12045246
10-Feb-16,55.28,56.35,55.01,55.14,11643901
9-Feb-16,53.19,55.29,53.17,54.42,11535047
8-Feb-16,53.09,54.47,52.63,54.14,21436162
5-Feb-16,58.10,58.20,54.25,54.49,24406138
4-Feb-16,59.41,59.45,57.99,58.29,13909791
3-Feb-16,60.88,61.13,58.50,59.53,12250441
2-Feb-16,60.66,60.90,60.18,60.70,9385556
1-Feb-16,60.66,61.78,60.27,61.40,9477871
29-Jan-16,59.78,60.88,59.64,60.77,13155114
28-Jan-16,58.29,59.42,58.00,59.28,11826805
27-Jan-16,58.87,58.96,57.26,57.63,12369867
26-Jan-16,57.92,58.86,57.80,58.61,8878283
25-Jan-16,59.36,59.38,57.61,57.71,13506990
22-Jan-16,57.55,59.40,57.41,59.17,32779276
21-Jan-16,57.84,59.38,57.67,59.03,20192570
20-Jan-16,57.57,57.96,54.94,56.92,22752086
19-Jan-16,58.67,59.39,58.12,58.55,12249872
15-Jan-16,57.07,58.39,56.75,58.00,15160706
14-Jan-16,57.51,59.43,56.92,58.98,11354120
13-Jan-16,59.80,60.00,57.80,57.87,11134309
12-Jan-16,58.39,59.53,58.18,59.46,12375826
11-Jan-16,57.00,58.12,56.78,57.82,10757313
8-Jan-16,57.41,57.73,56.53,56.63,10427021
7-Jan-16,56.88,57.91,56.16,56.69,11140877
6-Jan-16,57.70,58.53,57.64,58.13,8266322
5-Jan-16,58.79,58.79,57.98,58.65,9617778
4-Jan-16,58.77,58.83,57.60,58.26,13444387
31-Dec-15,60.65,60.81,60.02,60.03,4960875
30-Dec-15,61.22,61.40,60.75,60.82,3973912
29-Dec-15,60.46,61.32,60.35,61.13,5477335
28-Dec-15,60.02,60.33,59.58,60.19,4437236
24-Dec-15,60.37,60.51,60.17,60.32,2215418
23-Dec-15,60.26,60.37,59.96,60.34,4510229
22-Dec-15,59.94,60.07,59.28,59.99,6501424
21-Dec-15,58.89,59.62,58.66,59.54,7187470
18-Dec-15,59.20,59.50,58.27,58.62,18099462
17-Dec-15,60.66,60.83,59.47,59.52,9079430
16-Dec-15,60.32,60.50,59.51,60.35,9281835
15-Dec-15,60.41,60.68,59.97,59.98,7842073
14-Dec-15,60.04,60.14,58.61,59.92,13406052
11-Dec-15,60.86,61.19,59.60,59.82,11489255
10-Dec-15,61.13,62.14,61.01,61.87,6623896
9-Dec-15,61.71,62.54,60.82,61.18,8541573
8-Dec-15,61.69,62.43,61.52,62.16,6664947
